641,Appleby Line & New St,Burlington,521904,192575,165600,POINT (-79.755071 43.368926)
642,Allen Rd & Rimrock,Toronto-North York,229871,10875,88100,POINT (-79.466258 43.758986)
643,York Mills & Leslie (York Mills Gardens),Toronto-North York,174318,114000,98700,POINT (-79.35676 43.754096)
644,Ontario St & C.h. Meir Blvd,Stratford,180705,21000,9750,POINT (-80.944697 43.369923)
645,Wellington & Somerset St W,Ottawa,250056,7500,12750,POINT (-75.722999 45.405793)
646,College & Bay (College Park),Toronto-Central,59845,71625,39750,POINT (-79.38459 43.660505)
647,Bovaird Dr & Great Lakes Dr,Brampton,56287,NULL,NULL,POINT (-79.766015 43.732143)
648,Dufferin & Bloor,Toronto-Central,177865,2625,113800,POINT (-79.436628 43.657397)
649,Bronte St S & Louis St. Laurent,Milton,115637,71250,132700,POINT (-79.858504 43.487136)
650,Bayview & Millwood,Toronto-Central,196768,61500,NULL,POINT (-79.374653 43.704062)
651,Avenue Rd & St. Clair W,Toronto-Central,81632,92675,96750,POINT (-79.399588 43.687084)
652,Kingsway & Barrydowne Rd,Sudbury,422636,61150,130500,POINT (-80.946948 46.500884)
653,King St E & Darlington,Courtice,246995,6375,67250,POINT (-78.808225 43.907064)
654,Division St & John Counter Blvd,Kingston,380562,16500,43250,POINT (-76.500809 44.262724)
655,Mississauga Rd & William Pkwy,Brampton,50858,3750,51000,POINT (-79.816532 43.658325)
656,Queen & Portland,Toronto-Central,79946,6000,26250,POINT (-79.401499 43.647591)
657,Bathurst & Lawrence,Toronto-North York,92717,9000,59000,POINT (-79.430553 43.720122)
658,Leslie & Wellington,Aurora,184943,45675,46500,POINT (-79.417915 44.012654)
660,Kingston & Mccowan,Toronto-Scarborough,250338,1875,51750,POINT (-79.231553 43.724736)
661,Bramalea & Mayfield,Brampton,167689,4500,121850,POINT (-79.778508 43.771517)
665,Hwy 2 & Mcclure Rd,Ancaster,303917,45000,67500,POINT (-80.022116 43.197048)
667,Upper James & Rymal,Hamilton,155589,11625,42000,POINT (-79.893317 43.204921)
668,Dupont St & Christie St,Toronto,62909,6750,15900,POINT (-79.423927 43.671579)
669,Lake Shore & Park Lawn,Toronto-Etobicoke,65283,750,9000,POINT (-79.482883 43.622754)
670,Strandherd Dr & Maravista Dr,Ottawa-Nepean,202847,58125,107375,POINT (-75.782401 45.270518)
671,King Rd & Dufferin St,King City,104631,67700,154750,POINT (-79.506768 43.934505)
672,Hwy 27 & Queens Plate Dr,Etobicoke,61746,11250,92600,POINT (-79.596445 43.72245)
673,Queen & Broadview,Toronto-Central,11352,3000,21000,POINT (-79.347605 43.659637)
674,Glendon & Tunks,Komoka,263434,10500,5250,POINT (-81.422718 42.95201)
675,Lakeshore Blvd E & Leslie St,Toronto,169822,85500,82000,POINT (-79.32844 43.65782)
676,Yonge & Lawrence,Toronto,127237,180375,61000,POINT (-79.404393 43.732528)
677,York & Lake Shore (Maple Leaf Square),Toronto-Central,103400,3000,46500,POINT (-79.380837 43.642219)
679,Niagara Stone Rd & Field Rd,Virgil,136724,4825,NULL,POINT (-79.119505 43.223499)
680,Cope Dr & Terry Fox Dr,Stittsville,125345,6000,15750,POINT (-75.873994 45.276275)
684,Cundles Rd E & Hwy 400,Barrie,137970,7500,19500,POINT (-79.676421 44.414602)
685,Dundas St W & Keele St,Toronto,118281,35250,24000,POINT (-79.462586 43.665261)
686,Beechwood Avenue & Mackay Street,Ottawa-Ottawa,118312,8625,15000,POINT (-75.677427 45.439901)
690,Gorham Rd & Dominion Rd,Fort Erie-Ridgeway,NULL,29250,3000,POINT (-79.059888 42.886269)
691,Homer Watson Blvd & Pioneer Dr,Kitchener,338431,3750,21750,POINT (-80.431005 43.393288)
693,Queen St W & Beverly,Toronto,26961,9375,97300,POINT (-79.392504 43.6498)
694,Innes & Trim Rd,Ottawa-Orleans,227226,82125,106800,POINT (-75.455745 45.46895)
695,Victoria St & Gordon St,Whitby,102168,13875,21750,POINT (-78.94651 43.859391)
697,Queen & Bellefair (Beaches),Toronto-Central,87469,91500,NULL,POINT (-79.300474 43.670246)
698,Square One Dr & Rathburn,Mississauga,121945,6375,176150,POINT (-79.643193 43.597399)
699,Limebank & Spratt,Ottawa,145003,14625,34200,POINT (-75.67199 45.287711)
700,Kennedy & 401 (Kennedy Commons),Toronto-Scarborough,100693,5625,235500,POINT (-79.279695 43.774042)
702,Columbia & Fischer Hallman (Laurelwood),Waterloo,202742,24850,43500,POINT (-80.56861 43.468425)
703,Steeles & Markham,Toronto-Scarborough,89207,63500,511600,POINT (-79.256229 43.835043)
706,Paisley & Imperial,Guelph,136224,48050,33000,POINT (-80.287458 43.523478)
741,Hyde Park & Fanshawe Park Rd,London,325629,84375,203250,POINT (-81.332859 43.009276)
743,Hwy 15 & Waterside Way,Kingston,269437,75750,18000,POINT (-76.451313 44.270289)
744,Big Bay Point Rd & Sea Ray,Innisfil-Friday Harb,69058,NULL,76000,POINT (-79.530902 44.393536)
746,Hwy 400 & Hwy 12,Waubaushene,196813,NULL,15750,POINT (-79.705416 44.749216)
747,9th Line & 407,Markham,94640,4125,59250,POINT (-79.228137 43.868611)
748,Brimley Rd & Progress Ave,Toronto,168880,1500,30750,POINT (-79.263436 43.776659)
749,Maggie Johnson Dr & Rr 56,Binbrook,91298,24750,24000,POINT (-79.800914 43.125068)
751,Bathurst & Lakeshore,Toronto,179491,78375,224350,POINT (-79.399433 43.636938)
753,Simcoe St. N & Winchester,Oshawa,98384,5250,1500,POINT (-78.905925 43.963006)
754,Yonge St & King St W,Toronto,70477,5625,70500,POINT (-79.378416 43.649261)
755,Yonge & Davisville,Toronto,NULL,60025,14250,POINT (-79.39672 43.69979)
756,Victoria Park & Kingston Rd,Toronto,61490,3750,NULL,POINT (-79.282534 43.681422)
758,Front St & Bay St (Union Station),Toronto,NULL,11250,30000,POINT (-79.381113 43.645144)
760,Yonge St & Steeles Ave,Toronto-North York,33829,19500,17250,POINT (-79.418791 43.795003)
761,Stone Church Rd E & Upper Red Hill,Stoney Creek,53449,9750,14250,POINT (-79.812266 43.190615)
762,Sunningdale Rd. & Adelaide St.,London,220472,3375,NULL,POINT (-81.259501 43.04606)
771,Kingston & Harwood (Durham Centre),Ajax,99396,56250,168750,POINT (-79.023921 43.864812)
776,Brock & Kingston (Hwy 2),Pickering,431323,153000,176050,POINT (-79.072652 43.845567)
